,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
1,1,-146.9636032,-150.9683208,-187.2424809,-201.9784502,-208.0515817,-595.7819332,-593.8740596,-694.6699915,-700.1215096,-698.0472076
2,2,-48.5149177,-66.79495295,-134.0296864,-165.9239813,-175.1325532,-617.0990679,-615.3573769,-703.7657575,-708.4910734,-706.4129599
3,3,-151.4811491,-154.6549869,-188.1932053,-202.5468415,-208.238518,-615.3247092,-613.2766881,-700.7503706,-705.6564658,-703.6313685
4,4,-139.0861954,-144.1570079,-182.1695484,-197.6914035,-204.3163244,-606.0617669,-604.5568006,-698.7860943,-703.7097734,-701.8578151
5,5,-122.6444261,-130.2254207,-173.6110725,-191.2110527,-198.8103385,-623.3467516,-621.4222233,-705.9767502,-710.4041385,-708.3398942
6,6,-122.8233058,-129.3452616,-173.3935734,-191.1445705,-198.4412913,-591.4395166,-592.0046914,-694.4237143,-699.9900106,-698.4094582
7,7,-150.8093457,-154.6407681,-189.2869005,-203.4235923,-209.4145063,-612.27567,-610.5161412,-700.7527279,-705.4518176,-703.3679846
8,8,-137.8203887,-142.8878807,-181.2988294,-196.3644885,-203.0319531,-619.4860707,-617.6051459,-703.4805388,-707.9219678,-705.8520907
9,9,-144.8099803,-148.2298945,-183.8945496,-198.4101159,-204.1969248,-618.9570881,-617.0624228,-701.3781744,-705.9472568,-703.8482466
10,10,-90.77479135,-102.7002901,-156.6908973,-179.931128,-188.5470392,-619.5287245,-617.5743218,-704.6280021,-709.1419238,-707.0772783
11,11,-103.287863,-113.4930731,-162.6655907,-183.7950997,-192.0765071,-606.1679124,-604.5400046,-699.2452345,-704.4942475,-702.4095532
12,12,-132.5181407,-137.4275309,-178.1294847,-194.4304731,-201.0751442,-591.0112152,-590.6492356,-692.8958592,-698.4160113,-696.708729
13,13,-146.7627544,-149.9924145,-186.580945,-200.9390861,-206.5973604,-614.7509339,-612.7142314,-700.5734698,-705.2246999,-703.1737519
14,14,-121.0320208,-128.1682744,-171.9578931,-189.556518,-196.9791932,-610.103093,-608.5038239,-699.0181601,-703.8666779,-701.7535774
15,15,-150.8410791,-154.194344,-188.1261327,-202.2191784,-207.9787257,-613.3327667,-611.3632346,-699.7203795,-704.4583792,-702.3828618
16,16,-27.74323327,-50.95357631,-124.198269,-164.0725384,-170.3895547,-595.5870546,-595.104461,-695.3465915,-700.7556148,-698.6399113
17,17,-147.5569744,-150.9454119,-186.7574961,-201.0712936,-206.8406013,-610.583738,-608.7416368,-699.7025735,-704.3474755,-702.4177002
18,18,-150.0119001,-152.7997226,-189.045119,-203.3075677,-208.7554285,-580.7902904,-580.3814092,-690.3828242,-696.1164065,-694.2270321
19,19,-134.0146663,-138.2528522,-178.5698718,-194.5459216,-200.7169732,-616.6789939,-614.7276359,-701.6828523,-706.2842866,-704.2183945
20,20,-130.0976727,-135.7515209,-175.382867,-191.3526031,-198.2004121,-615.7800132,-614.0897191,-700.3875505,-705.1951649,-703.1114111
21,21,-125.4494757,-131.3590534,-174.3285085,-191.4584259,-198.4039201,-617.8296766,-615.7863276,-702.8471964,-707.4974571,-705.4881345
22,22,-133.2308024,-133.3510217,-179.2695875,-196.1485291,-199.5586344,-606.4320068,-604.829424,-698.6526526,-703.6128915,-701.5280387
23,23,-116.7256136,-122.8130625,-169.4876775,-188.0861393,-195.1990725,-525.7506119,-546.6799235,-685.2807683,-693.141811,-689.0192851
24,24,-133.6683076,-139.3382712,-178.752126,-194.8061362,-201.7009516,-620.1396109,-618.2270134,-703.2601609,-707.9489809,-705.8763172
25,25,-148.7127498,-152.2582676,-187.151388,-201.6372616,-207.4113839,-618.2670825,-616.21824,-701.821396,-706.3571204,-704.3403587
26,26,-151.2590129,-154.2509865,-189.7643477,-204.0757501,-209.5914161,-568.7632187,-574.0455123,-686.9398297,-693.6191074,-691.598692
27,27,-150.0860834,-152.5346313,-187.6633863,-201.5687455,-206.7284193,-616.6609129,-614.8607396,-700.9563764,-705.7233001,-703.6320778
28,28,-126.9025884,-133.6579213,-175.4175683,-192.9400754,-200.2984164,-571.3896937,-570.0933687,-688.4634951,-694.5837157,-692.4808696
29,29,-103.0553593,-113.2210835,-162.105944,-183.1384421,-191.39011,-620.6424372,-618.6879427,-703.825774,-708.2219063,-706.1574295
30,30,-152.2680713,-155.3142538,-189.730738,-203.7415891,-209.3998423,-611.4727569,-609.4367614,-700.5756743,-705.4305397,-703.3870193
31,31,-133.7812771,-139.2658879,-178.5923245,-194.9217962,-201.7435775,-615.445894,-613.4822137,-701.9962636,-706.7705688,-704.7887293
32,32,-125.5187313,-131.4697846,-174.2387336,-191.6117308,-198.5204949,-598.2842601,-597.3411454,-694.9123987,-700.2943691,-698.2190335
33,33,-68.85945729,-83.99977486,-144.1817699,-171.7057311,-180.7825366,-618.4059008,-616.6337419,-703.6098989,-708.2815716,-706.1999703
34,34,-149.4436521,-152.8502322,-187.6186549,-201.7960151,-207.6050735,-618.7670161,-616.7364187,-702.1839386,-706.6711183,-704.6236376
35,35,-137.1174776,-141.9801984,-180.581429,-196.2505367,-202.8337685,-615.8089173,-613.8030045,-701.8072491,-706.5563208,-704.5023578
36,36,-149.2110437,-152.159579,-187.0928211,-201.5059709,-206.9415377,-617.0723638,-615.0363355,-700.709793,-705.339096,-703.291585
37,37,-50.90298091,-68.68190245,-135.0580097,-166.4971904,-175.7606324,-611.4110813,-609.3659183,-701.660876,-706.5153931,-704.5067864
38,38,-151.2912614,-154.7057137,-188.6439692,-202.8739303,-208.5790195,-617.8568451,-615.8216781,-701.6841715,-706.1696227,-704.1157477
39,39,-151.7088613,-154.6788505,-188.3517565,-202.1325309,-207.6335072,-613.6782936,-611.7816006,-699.8565778,-704.6355951,-702.5597166
40,40,-144.8411516,-146.0298698,-185.7019528,-201.3665721,-205.423174,-610.3781176,-608.3301144,-699.1576057,-704.1484915,-702.126251
41,41,-116.9064329,-124.5868393,-169.7697462,-188.3436705,-195.9450406,-585.0308174,-584.690707,-691.9927123,-697.8018673,-695.7321096
42,42,-132.2449684,-137.8224293,-177.39142,-193.3349965,-200.2069893,-608.3107938,-606.9631792,-698.2925391,-703.369501,-701.2857027
43,43,-115.9602503,-124.7264206,-169.7812323,-188.4654584,-196.4984609,-545.2698958,-548.3877039,-685.5329002,-693.3524909,-687.6705186
44,44,-147.4118686,-151.0015575,-185.7432907,-199.9647137,-205.7980589,-620.0788447,-618.2282633,-702.2583566,-706.7897736,-704.7138357
45,45,-147.330968,-150.0418381,-187.1685181,-201.9011127,-207.27926,-562.2160298,-570.780517,-686.0635393,-693.3964998,-690.4680228
46,46,-148.5757792,-152.4436027,-186.9569846,-201.9001824,-207.8257589,-616.7951451,-614.7471213,-701.3010248,-705.9181681,-703.9039689
47,47,-149.5476996,-153.4323749,-188.02308,-202.5900274,-208.4474818,-619.9378631,-618.1890465,-702.4629588,-706.8252045,-704.7422382
48,48,-146.8360269,-148.1492005,-185.3742012,-199.9670677,-204.2829883,-616.1609928,-614.145019,-701.2114507,-705.8152594,-703.7425335
49,49,-145.922869,-149.3949581,-186.1483441,-200.9026469,-206.6515319,-609.3033637,-607.57252,-698.9978536,-703.896927,-701.814964
50,50,-137.9699887,-143.1805363,-181.8335172,-197.7054172,-204.2690362,-616.3691067,-614.3336212,-702.417784,-707.0031013,-704.9682009
51,51,36.98206007,0.563330262,-94.03798077,-163.0574133,-161.4326019,-614.012684,-612.5266885,-702.8037828,-707.5748431,-705.4900636
52,52,-107.4200756,-115.7182093,-164.5049213,-185.0655153,-192.8175542,-584.9023277,-585.2530575,-691.6252423,-697.3277547,-695.6954773
53,53,-122.8301955,-129.1093599,-172.336254,-189.7614476,-196.7973061,-620.8914675,-619.0900425,-703.0972011,-707.4900893,-705.4087822
54,54,-147.1676069,-150.0937485,-185.7732444,-200.0869484,-205.4294708,-618.1550572,-616.4163436,-700.685598,-705.4034914,-703.3172061
55,55,-150.0228896,-153.3466546,-186.9392651,-200.8388937,-206.5516967,-620.3710637,-618.4907921,-702.0350182,-706.5343771,-704.4605325
56,56,-31.78178862,-53.65847944,-124.9720787,-162.5672078,-170.1108172,-616.9380985,-615.2268435,-702.9583912,-707.6274868,-705.5450904
57,57,-150.2578191,-154.0345789,-189.1125965,-202.8174623,-208.7471323,-610.1175686,-608.666304,-699.3456132,-704.0258805,-701.9281131
58,58,-56.33924112,-67.50695256,-136.3800393,-166.9168039,-174.6848372,-613.9798369,-611.9349729,-700.4458206,-705.2576171,-703.2101418
59,59,-150.9604713,-154.4369236,-188.5073065,-203.1021906,-208.7415275,-619.2588878,-617.4150082,-701.7856011,-706.2797487,-704.2015018
60,60,-149.6911688,-151.4779576,-188.4627042,-203.0181134,-207.7921202,-450.4057158,-507.7382046,-684.9038407,-692.7361087,-687.2139811
61,61,-49.80130455,-66.66910543,-134.2779484,-165.7356092,-174.9114781,-618.1709877,-616.3478638,-703.3606686,-708.0282824,-705.9543538
62,62,-148.1476247,-151.9936325,-187.4740131,-202.0180844,-208.054611,-608.7104738,-607.0667553,-700.1419939,-704.9386954,-703.0627891
63,63,-148.924048,-152.1284428,-186.8579225,-201.3531857,-207.0588156,-608.22113,-606.5210742,-698.1710566,-703.1213407,-701.2183608
64,64,-149.5852184,-152.1560374,-187.1202338,-201.3767714,-206.6053073,-619.391007,-617.4072824,-701.3863187,-706.2021873,-704.1384826
65,65,-114.1455234,-121.7942181,-168.0945521,-186.8221147,-194.2522262,-621.6670175,-619.8879102,-704.2752742,-708.9364583,-706.8486255
66,66,-149.1888314,-152.4380634,-186.9378511,-201.0573727,-206.7102054,-616.976399,-615.230672,-701.1609872,-705.7645196,-703.6821748
67,67,-142.5592352,-147.3008493,-185.5406228,-200.9817366,-207.3640737,-591.2998225,-591.9332024,-694.2116051,-699.6020338,-698.0080731
68,68,-152.494033,-154.9992635,-191.0809779,-205.4331102,-210.6121129,-523.1367706,-544.1871405,-685.266754,-693.136351,-688.0131232
69,69,-150.6253115,-153.2824617,-188.6923244,-202.6324044,-207.8994498,-613.2184036,-611.2718878,-699.4331291,-704.0996563,-702.0220552
70,70,-122.474211,-128.6948803,-172.3512664,-190.0665836,-197.0613415,-621.682517,-619.737187,-703.2516094,-707.7965543,-705.7121981
71,71,-135.4781127,-140.5489134,-180.501279,-196.6435893,-203.0885764,-586.779199,-586.7914325,-691.3939161,-697.1648206,-695.1123569
72,72,-143.8454026,-147.40665,-184.5952744,-199.8534862,-205.5492497,-615.3424342,-613.3825651,-700.6982569,-705.4821682,-703.4091846
73,73,-128.4991247,-134.5499377,-175.2880585,-192.1659588,-199.285573,-601.7833411,-600.9323776,-696.6187283,-701.6338729,-699.900327
74,74,-102.7441033,-109.4524566,-161.2611267,-181.8479159,-188.6329456,-625.5035796,-623.6358015,-705.7305466,-710.2442958,-708.1743397
75,75,-152.9046782,-156.0685916,-189.8016522,-203.8201425,-209.3523991,-618.0289553,-616.0498148,-701.2661466,-705.9623085,-703.894777
76,76,-151.8615789,-154.9408702,-188.8351324,-202.6064593,-208.2764466,-602.2672087,-601.0262365,-696.4016489,-701.4953494,-699.65306
77,77,-150.3605654,-153.0344868,-187.6223142,-201.673442,-207.0198109,-615.3894698,-613.3734304,-700.200458,-705.0307566,-702.9770182
78,78,-132.0690694,-137.4943027,-176.5580975,-192.7572985,-199.5573027,-620.6521463,-618.7040357,-702.2820408,-706.7860668,-704.7174442
79,79,-127.0768691,-133.5703666,-175.3737851,-192.013906,-199.1595733,-617.0544526,-615.3515531,-702.6132345,-707.1607537,-705.0798444
80,80,-147.6678757,-151.3167369,-186.4773475,-200.9343812,-206.9212827,-612.0506352,-610.0268101,-699.7041732,-704.6619504,-702.6578081
81,81,-152.3842036,-155.6641218,-189.9167838,-204.3048637,-209.9374455,-603.2410397,-601.3004712,-696.783111,-702.0991259,-700.098655
82,82,-129.7131149,-135.5790058,-175.9306524,-192.5737598,-199.4843301,-622.3002061,-620.3343588,-703.8552564,-708.5310987,-706.4534186
83,83,-131.8104312,-136.4822424,-178.1532854,-195.2423034,-201.4843941,-534.7901916,-537.8792843,-685.6720695,-693.3770176,-689.6396293
84,84,-91.89538718,-103.9175041,-155.0023906,-178.2608041,-186.8510559,-618.0321792,-616.432724,-702.2011855,-706.8629615,-704.7781308
85,85,-148.8621192,-152.0944145,-187.2144096,-201.8759079,-207.5865135,-599.6352972,-598.8654332,-695.3042977,-700.6144392,-698.8786087
86,86,-143.6953775,-147.3759648,-184.575383,-199.5458586,-205.4868162,-598.4027024,-596.8391996,-695.267228,-700.5927915,-698.5075341
87,87,-110.6969493,-118.3264951,-164.2503957,-183.6620339,-191.2822222,-617.9972906,-616.0749204,-701.5833461,-706.1021151,-704.0299908
88,88,-123.1161563,-129.6249207,-171.9217953,-189.537485,-196.6823912,-618.2979836,-616.3417064,-701.461235,-706.0074001,-703.9381377
89,89,-145.0673916,-148.5003971,-185.366439,-200.0946672,-205.8312138,-618.1213272,-616.2193091,-702.5869857,-706.966453,-704.894085
90,90,-104.4886038,-114.2829258,-161.5407175,-181.6297983,-189.816109,-616.3923778,-614.872865,-701.101297,-705.7494275,-703.6162055
91,91,-147.7125921,-150.1188808,-186.4643494,-200.5486018,-205.8578228,-613.2746447,-611.3456595,-699.7529288,-704.5659842,-702.4944064
92,92,-118.8156207,-126.2282125,-169.1630895,-187.2723966,-194.83013,-619.8061439,-617.9135962,-701.9452232,-706.5186213,-704.4435067
93,93,-45.24602129,-64.56138576,-131.6106662,-165.1265498,-174.057607,-617.0462831,-615.0351201,-702.8884029,-707.5530972,-705.4962402
94,94,-147.2316649,-148.4506887,-186.425024,-200.9265608,-205.3271848,-619.3933089,-617.4008103,-701.8859672,-706.3094815,-704.2416044
95,95,-141.38848,-145.9601826,-183.5496826,-198.9596435,-205.3277393,-596.1533295,-594.5770935,-694.6761651,-700.0200428,-697.9347132
96,96,-92.94463175,-103.8397418,-155.9787729,-178.5846614,-187.0184274,-619.7906496,-618.0961858,-703.9574342,-708.4850888,-706.4036498
97,97,-148.6169347,-151.214119,-186.3057264,-200.5475437,-205.7567878,-620.0178157,-618.133018,-701.7904605,-706.2695535,-704.1935221
98,98,43.05618337,5.445978959,-91.86769174,-162.9742186,-163.4992796,-607.0121533,-605.0132769,-700.1484048,-705.3420439,-703.2442027
99,99,-149.1885272,-151.9551405,-187.3094755,-201.3400778,-206.6920365,-618.2301371,-616.3599891,-701.1024293,-705.9126677,-703.817995
100,100,-127.9289941,-134.5330529,-176.0241249,-193.2577754,-200.4815661,-611.9221381,-610.3298236,-700.1317651,-704.9734927,-702.8512395
,,-125.8002415,-132.2720683,-174.8748647,-193.3254536,-199.6426994,-606.0423272,-605.7028852,-699.0965068,-704.1204139,-701.9403412
